group,estimate_pct,se_pct,ci_low,ci_high,n
All families insured all year,10.306037784754661,0.19866552258104014,9.916653360495822,10.6954222090135,55173
Income below 200% of poverty,26.438322704592387,0.5532737950190609,25.353906066355027,27.522739342829748,17612
Income at or above 200% of poverty,4.676130236826683,0.1440081856996319,4.393874192855405,4.958386280797962,37561
